run_accession	biome_class	biome_subclass	biome	accession	sample_accession	sample_name	longitude	latitude	geo_loc_name	geo_loc_name_1	studies	sample_desc	environment_biome	environment_feature	environment_material	study_accession	experiment_accession	read_count	instrument_model	instrument_platform	library_layout	library_strategy	library_selection	library_source	fastq_ftp	query_biome
ERR5954441	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482560	SAMEA8798216	12-533	-129.3535	55.4456	NA	Canada	MGYS00003941	12-533	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594962	91245948	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954441/ERR5954441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954441/ERR5954441_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954444	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482563	SAMEA8798219	12-549	-122.3519	49.0083	NA	Canada	MGYS00003941	12-549	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594965	82016078	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954444/ERR5954444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954444/ERR5954444_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954448	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482567	SAMEA8798223	12-647	-123.7038	48.8018	NA	Canada	MGYS00003941	12-647	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594969	86580434	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5954448/ERR5954448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5954448/ERR5954448_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954447	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482566	SAMEA8798222	12-646	-123.6135	48.7146	NA	Canada	MGYS00003941	12-646	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594968	95353828	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954447/ERR5954447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954447/ERR5954447_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954445	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482564	SAMEA8798220	12-642	-123.5291	48.4482	NA	Canada	MGYS00003941	12-642	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594966	88047556	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954445/ERR5954445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954445/ERR5954445_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954437	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482556	SAMEA8798212	12-473	-127.5541	54.9347	NA	Canada	MGYS00003941	12-473	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594958	90308194	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954437/ERR5954437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954437/ERR5954437_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954439	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482558	SAMEA8798214	12-475	-130.1479	54.2095	NA	Canada	MGYS00003941	12-475	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594960	100020632	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5954439/ERR5954439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5954439/ERR5954439_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954431	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482550	SAMEA8798206	12-461	-122.9465	49.2433	NA	Canada	MGYS00003941	12-461	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594952	86822976	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954431/ERR5954431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954431/ERR5954431_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954454	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482573	SAMEA8798229	12-666	-125.6778	50.1991	NA	Canada	MGYS00003941	12-666	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594975	71909562	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954454/ERR5954454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954454/ERR5954454_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954435	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Pacific maritime	root:Environmental:Aquatic:Freshwater:Lake	ERS6482554	SAMEA8798210	12-466	-122.4908	50.2155	NA	Canada	MGYS00003941	12-466	pacific maritime	Envo:00000020	Envo:00002011	PRJEB29238	ERX5594956	87550566	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954435/ERR5954435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954435/ERR5954435_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869801	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372568	SAMEA7614278	10-357	-103.588	50.2109	NA	Canada	MGYS00003941	10-357	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739243	140195264	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869801/ERR4869801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869801/ERR4869801_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869788	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372555	SAMEA7614265	10-280	-100.0657	49.003	NA	Canada	MGYS00003941	10-280	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739230	152943368	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869788/ERR4869788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869788/ERR4869788_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869822	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372589	SAMEA7614299	10-442	-108.7845	52.003	NA	Canada	MGYS00003941	10-442	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739264	127183072	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869822/ERR4869822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869822/ERR4869822_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869798	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372565	SAMEA7614275	10-354	-108.497	50.1103	NA	Canada	MGYS00003941	10-354	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739240	127420320	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869798/ERR4869798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869798/ERR4869798_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869797	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372564	SAMEA7614274	10-353	-110.2957	49.6673	NA	Canada	MGYS00003941	10-353	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739239	118378602	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869797/ERR4869797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869797/ERR4869797_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869786	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372553	SAMEA7614263	10-277	-99.4352	49.427	NA	Canada	MGYS00003941	10-277	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739228	135080844	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869786/ERR4869786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869786/ERR4869786_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869815	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372582	SAMEA7614292	10-422	-106.2631	52.8022	NA	Canada	MGYS00003941	10-422	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739257	123650054	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869815/ERR4869815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869815/ERR4869815_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869816	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372583	SAMEA7614293	10-434	-109.791	52.7085	NA	Canada	MGYS00003941	10-434	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739258	138605504	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869816/ERR4869816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869816/ERR4869816_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869790	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372557	SAMEA7614267	10-283	-102.4588	49.7716	NA	Canada	MGYS00003941	10-283	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739232	124875658	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869790/ERR4869790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869790/ERR4869790_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869800	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372567	SAMEA7614277	10-356	-105.8519	49.2177	NA	Canada	MGYS00003941	10-356	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739242	143334860	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869800/ERR4869800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869800/ERR4869800_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869809	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372576	SAMEA7614286	10-402	-112.9122	53.256	NA	Canada	MGYS00003941	10-402	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739251	143074736	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869809/ERR4869809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869809/ERR4869809_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869791	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372558	SAMEA7614268	10-301	-97.6503	50.4703	NA	Canada	MGYS00003941	10-301	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739233	114543164	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869791/ERR4869791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869791/ERR4869791_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869808	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372575	SAMEA7614285	10-400	-109.9503	52.3202	NA	Canada	MGYS00003941	10-400	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739250	121637076	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869808/ERR4869808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869808/ERR4869808_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869825	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372592	SAMEA7614302	10-446	-107.8791	52.9131	NA	Canada	MGYS00003941	10-446	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739267	147829266	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869825/ERR4869825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869825/ERR4869825_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869795	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372562	SAMEA7614272	10-350	-113.5552	51.6881	NA	Canada	MGYS00003941	10-350	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739237	136413492	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869795/ERR4869795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869795/ERR4869795_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869792	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372559	SAMEA7614269	10-347	-113.4565	49.0114	NA	Canada	MGYS00003941	10-347	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739234	145170878	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869792/ERR4869792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869792/ERR4869792_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869794	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372561	SAMEA7614271	10-349	-113.7529	51.5914	NA	Canada	MGYS00003941	10-349	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739236	182408246	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869794/ERR4869794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869794/ERR4869794_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869819	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372586	SAMEA7614296	10-437	-107.4071	52.4891	NA	Canada	MGYS00003941	10-437	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739261	124035080	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869819/ERR4869819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869819/ERR4869819_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869824	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372591	SAMEA7614301	10-445	-109.2119	52.6705	NA	Canada	MGYS00003941	10-445	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739266	93808252	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869824/ERR4869824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869824/ERR4869824_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869803	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372570	SAMEA7614280	10-361	-102.426	49.8396	NA	Canada	MGYS00003941	10-361	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739245	149073848	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869803/ERR4869803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869803/ERR4869803_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869818	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372585	SAMEA7614295	10-436	-109.8983	52.6381	NA	Canada	MGYS00003941	10-436	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739260	144620014	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869818/ERR4869818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869818/ERR4869818_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869805	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372572	SAMEA7614282	10-364	-109.4883	50.3934	NA	Canada	MGYS00003941	10-364	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739247	177134864	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869805/ERR4869805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869805/ERR4869805_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869812	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372579	SAMEA7614289	10-414	-102.877	51.3162	NA	Canada	MGYS00003941	10-414	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739254	141161982	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869812/ERR4869812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869812/ERR4869812_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869820	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372587	SAMEA7614297	10-439	-108.8586	52.8443	NA	Canada	MGYS00003941	10-439	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739262	147856558	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869820/ERR4869820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869820/ERR4869820_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869823	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Prairies	root:Environmental:Aquatic:Freshwater:Lake	ERS5372590	SAMEA7614300	10-444	-108.2787	53.0372	NA	Canada	MGYS00003941	10-444	praires	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739265	133541846	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869823/ERR4869823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869823/ERR4869823_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869831	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Semi arid plateau	root:Environmental:Aquatic:Freshwater:Lake	ERS5372598	SAMEA7614308	18-324	-119.3274	50.1728	NA	Canada	MGYS00003941	18-324	semi_arid_plateau	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739273	109267090	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869831/ERR4869831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869831/ERR4869831_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869836	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Semi arid plateau	root:Environmental:Aquatic:Freshwater:Lake	ERS5372603	SAMEA7614313	18-331	-120.2379	50.1497	NA	Canada	MGYS00003941	18-331	semi_arid_plateau	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739278	136119820	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869836/ERR4869836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869836/ERR4869836_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869834	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Semi arid plateau	root:Environmental:Aquatic:Freshwater:Lake	ERS5372601	SAMEA7614311	18-329	-120.1521	50.4722	NA	Canada	MGYS00003941	18-329	semi_arid_plateau	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739276	93257810	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869834/ERR4869834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869834/ERR4869834_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR4869847	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Semi arid plateau	root:Environmental:Aquatic:Freshwater:Lake	ERS5372612	SAMEA7614322	18-340	-119.5821	49.2891	NA	Canada	MGYS00003941	18-340	semi_arid_plateau	Envo:00000020	Envo:00002011	PRJEB29238	ERX4739289	108177538	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869847/ERR4869847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869847/ERR4869847_2.fastq.gz	root:Environmental:Aquatic:Freshwater
ERR5954487	root:Environmental:Aquatic:Freshwater	root:Environmental:Aquatic:Freshwater:Lake:Semi arid plateau	root:Environmental:Aquatic:Freshwater:Lake	ERS6482606	SAMEA8798262	18-506	-120.3411	51.0974	NA	Canada	MGYS00003941	18-506	semi_arid_plateau	Envo:00000020	Envo:00002011	PRJEB29238	ERX5595008	75736750	Illumina NovaSeq 6000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954487/ERR5954487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954487/ERR5954487_2.fastq.gz	root:Environmental:Aquatic:Freshwater
